trial,reward,bucket_dtheta,bucket_dx,bucket_theta,bucket_x,df,df_decay,df_min,er,er_decay,er_min,lr,lr_decay,lr_min
231,346.176,3,6,5,4,0.9355974284999811,0.9971715999320581,0.856937890418232,0.47277604094598363,0.9934253888158209,0.026498103823233875,0.4807843572445401,0.9955448446976718,0.0769733054138885
232,455.93600000000004,3,6,5,4,0.9357818393823701,0.9965436616142193,0.8548858222515829,0.4629194883893317,0.9888939197736787,0.010089468453153026,0.47583883234200836,0.9959806442430627,0.08633394641758606
233,319.71999999999997,3,6,5,4,0.9387445451132299,0.9970768155831311,0.8541275388607483,0.4628265934531661,0.9887356866739996,0.02605263139903643,0.4784958702752153,0.9951516027920735,0.0773232656860814
234,331.336,3,6,5,4,0.935846537476352,0.9949214545061961,0.8502345627598087,0.46907081598347766,0.9860769409746788,0.0094301020232101,0.48852893126593216,0.9955545010127643,0.08624038864937698
235,236.57599999999996,3,6,5,4,0.9345379496919091,0.9979650998916693,0.9023258887814757,0.4462689100573473,0.9945212116460238,0.006412307110384263,0.4719176315236109,0.9930551824562228,0.08310253601465595
236,194.98399999999998,3,6,5,4,0.9316086902637334,0.9961839054488119,0.856301043496722,0.4577690570675093,0.9892670732692553,0.010552209184861898,0.48337685731311775,0.9999613882323051,0.07718064347076814
237,307.872,3,6,5,4,0.9508648716515303,0.927501639422339,0.8564731582024703,0.47818667417354516,0.991862010806928,0.02346182900245478,0.49202109404969135,0.9979107951452465,0.09219771517705126
238,203.336,3,6,5,4,0.936891071827379,0.9940437941726885,0.8523401854122328,0.46977996081682266,0.9878688669359009,0.030252644008636677,0.46016477772400155,0.9936741450499866,0.07986179065280315
239,288.28,3,6,5,4,0.9337016901230603,0.997425017006316,0.8596100862709363,0.4381579392217574,0.9901184239264361,0.0013312948528515015,0.49953791637742545,0.995898714045829,0.0876487665762583
240,338.75200000000007,3,6,5,4,0.930839254756662,0.9934221639358463,0.857810634480412,0.4549773837648179,0.9934622371334589,0.008175523510090888,0.4763165067786699,0.998137438419412,0.08244202924221435
241,305.168,3,6,5,4,0.9304619705093147,0.9934674938187904,0.8572810874963818,0.45308609928126947,0.9932374917687161,0.007030066058715599,0.47545395222290265,0.9981003216772018,0.0823640271207226
242,246.776,3,6,5,4,0.9334954788519924,0.99540757873677,0.8625961697662836,0.4584790551455738,0.9956410334044944,0.004835365395077169,0.48465151765061854,0.9959143005460231,0.07541542383122149
243,409.152,3,6,5,4,0.9274327095439553,0.997811567519764,0.8552900290480007,0.46597129029734113,0.9898244549592266,0.012195021942620607,0.4697407489145785,0.9985007906479504,0.07191410532533885
244,399.736,3,6,5,4,0.927449148622317,0.9978293777853958,0.8548577763970329,0.47562802696976236,0.990607248184774,0.012470553919875414,0.4644528272209404,0.9939853460033008,0.07199886424922508
245,352.872,3,6,5,4,0.9274067808343198,0.9976859304218517,0.8532295462066907,0.46655811498469285,0.9874830665868728,0.01183662825389521,0.46599412907511584,0.993043472216987,0.06751063055170939
246,239.82399999999998,3,6,5,4,0.9264595605366538,0.9165840179009097,0.8527945695320984,0.46749851395862957,0.9846419800588811,0.012799522341000812,0.4660667589671115,0.9926730133951102,0.07237198123148479
247,72.256,5,6,5,4,0.9240809370961598,0.9982989362763929,0.8553909436602771,0.46378932746950824,0.9871093206083463,0.011313676112057403,0.4591898298393373,0.9938262451014439,0.06816384363577925
248,426.488,3,6,5,4,0.9279740102523868,0.9983143232494931,0.8529321520717377,0.4477859182785212,0.9890282454529679,0.01582149725143936,0.47030282069748824,0.998295425841781,0.07196981847275019
249,12.76,3,6,2,4,0.9275845070767156,0.9981653044606718,0.8539007490663851,0.4460706707753809,0.988875460210443,0.016116038584896852,0.4663212329182387,0.9998429091822282,0.07073112790600326
250,337.22400000000005,3,6,5,4,0.9224728303998765,0.9982474392230181,0.8587836743264744,0.46375574407584036,0.9856486301805438,0.013289016099608645,0.4721083319354765,0.9980215123233529,0.06694821844590523
251,287.008,3,6,5,4,0.9255881956731736,0.9960592189123424,0.852515102074179,0.47303539541887113,0.9881169466466663,0.01491954532964269,0.4914924235247689,0.9967078446120687,0.07204108565176631
252,374.168,3,6,5,4,0.9279218778779342,0.9982688971282746,0.8556965088845193,0.44968763059062133,0.9899108128693488,0.011376389883062894,0.45989842675730996,0.9982696573034799,0.07425786872666036
253,310.704,3,6,5,4,0.9277543536329187,0.99809250541156,0.8552012274942057,0.44410370854889236,0.9868659475262959,0.011152457734013143,0.4571817381636206,0.998310065956319,0.07387100755598622
254,370.048,3,6,5,4,0.9287883399289601,0.9997761831984586,0.866282238605869,0.4511706739452351,0.9898921125604296,0.00973751760997977,0.4695129774310198,0.9984178632887586,0.08482641503291813
255,344.192,3,6,5,4,0.9250942698281638,0.9995385015263777,0.8674429112251232,0.4343401555089751,0.9903289003472464,0.009466493729999328,0.4669581095029479,0.9998363135537882,0.09020574413423654
256,283.904,3,6,5,4,0.9285568571089433,0.9984377119712976,0.8507269311409545,0.45145216512645553,0.9900382189497199,0.01320809399364467,0.46951761075584,0.9999586589800022,0.07054050997874826
257,361.91999999999996,3,6,5,4,0.926816976198696,0.9950795007507982,0.8531354042672276,0.4410881423046623,0.9840773699619937,0.016903165242250374,0.4555373224365811,0.9973700050283891,0.0682806023866451
258,352.128,3,6,5,4,0.9266041381057329,0.9949445339949381,0.8867749340901072,0.4411812286271521,0.9835075331673528,0.01683580769076399,0.4550878269884314,0.996685032553709,0.08464379822216096
259,207.416,3,6,5,4,0.9226380029719385,0.9944347093837079,0.852394921959645,0.43814672803769117,0.9839335515442716,0.017472646033387593,0.45418229901771906,0.9954844064478967,0.08471534759989334
260,241.38400000000001,3,6,5,4,0.9256191525237959,0.9955101325106426,0.8918444890427457,0.4332745526537177,0.9859058392120932,0.016496699585284335,0.45630961159014444,0.9968791733282675,0.06866121452912026
261,279.336,3,6,5,4,0.927474792953859,0.9921913967673506,0.8969604202117311,0.4458654617187698,0.9824246837013108,0.014888316635053018,0.46014737215534834,0.9983396870456965,0.08466650681920887
262,322.66400000000004,3,6,5,4,0.9266036061818188,0.9945968303170509,0.8884324722025178,0.41731711676464334,0.9843577915611166,0.010691896445342288,0.4658327338767636,0.9961706585976651,0.08659019297947346
263,222.37599999999998,3,6,5,4,0.9234282425370042,0.9926176269382252,0.867138771462058,0.4485983485888214,0.9889670139027079,0.012672590271856812,0.4514659794776467,0.9939051868926223,0.07522444198380404
264,217.552,3,6,5,4,0.9288158094851204,0.9957506361221556,0.8843263658033781,0.45411203539053596,0.9914751106848393,0.008268125202259748,0.4721832966843321,0.9984222699964642,0.07256770169687429
265,326.04799999999994,3,6,5,4,0.9256550089187467,0.9958148670663134,0.8634320525879734,0.437962675902089,0.9865016562305725,0.015911393799330178,0.4749376314510533,0.996249715219371,0.06612337818812974
266,366.28,3,6,5,4,0.9281753601436145,0.9027648450070406,0.8549621438683711,0.44757934197883353,0.9916808717953655,0.01174317507732776,0.46142328573353675,0.9945174150881325,0.07960004575976144
267,270.12800000000004,3,6,5,4,0.9288254615286553,0.9110099518597695,0.853789759266488,0.4299327532738914,0.9915404046406537,0.010159047182962113,0.46014159201477933,0.9997950103732246,0.07932266391986088
268,298.46400000000006,3,6,5,4,0.9243846291187159,0.9933832762666518,0.85574224560548,0.44325194992183786,0.988581704036188,0.012241619024716849,0.4524854129758399,0.9924352003096409,0.08322024938081167
269,312.32000000000005,3,6,5,4,0.9277864860380793,0.9915371723325981,0.8602288782190916,0.44968416673901984,0.985348923913532,0.01932344524623906,0.4639501729363134,0.9970264164655004,0.07643341250947414
270,353.96,3,6,5,4,0.9215717295448478,0.9343026839813211,0.8693248644165341,0.45638272061567786,0.9896599121753135,0.014410749006156355,0.47124924135966506,0.9946299404775918,0.08019376770328504
271,350.128,3,6,5,4,0.9294065775644452,0.9216174279438999,0.8692019939480942,0.45798794255535913,0.9918444912729869,0.013318392147824822,0.474798126324421,0.993905023995902,0.08055085368655192
272,38.28,6,6,5,4,0.9223251078211067,0.9168114194094266,0.8654189659121803,0.45927554663108683,0.9897397454410167,0.008991251899199745,0.1725802976002231,0.9912696220997447,0.07354852390191692
273,147.864,3,6,5,4,0.9202000303631431,0.9366854008216621,0.8523925381126293,0.4515230433423984,0.988209923991057,0.011616914031681866,0.46774233492966405,0.9945931042585016,0.0781775324242898
274,200.83200000000002,3,6,5,4,0.9295107377649903,0.9256951776304962,0.8502914114511031,0.4611753418950138,0.992849188531433,0.014402230418163527,0.47801821615933243,0.9999164223780276,0.06982284365411458
275,396.408,3,6,5,4,0.9254173123396225,0.9996996817524124,0.8722520545204877,0.4467519281689972,0.9905852521585908,0.006868880996117788,0.47006261270716515,0.9976038560741886,0.0716508691854137
276,259.296,3,6,5,4,0.924160496136906,0.9056375494399045,0.8706782116982832,0.43249285598956305,0.994218281104183,0.00668059463856562,0.4911747360580299,0.998042011624536,0.07475849766825186
277,299.568,3,6,5,4,0.9214541477260568,0.9300869440241025,0.8723116989101017,0.44410887547941824,0.9909650596598149,0.0035356313081522563,0.4782962386152539,0.9958915672895063,0.07152702352199736
278,52.75200000000001,3,6,5,5,0.9255662650050689,0.9999098519553231,0.8680694098668164,0.45157425734951595,0.906103074155985,0.0073600331011747806,0.4863703472478269,0.9981678791215324,0.07259364942965786
279,345.8,3,6,5,4,0.9298001442046436,0.9999752801832043,0.8666721648799345,0.4420461914590339,0.9922541071990792,0.009915216635308392,0.4724069187934591,0.9952688665973968,0.06451460521928137
280,168.544,3,6,5,3,0.9276806326852813,0.9962380901283105,0.8578999198248266,0.4560976784008248,0.99616327741862,0.005100615274707197,0.49973420620677955,0.9979173100027035,0.08102251180306139
281,451.968,3,6,5,4,0.930941972761566,0.9415934077179442,0.8736017432284539,0.42043307131430663,0.9897480242582714,0.008641836670772483,0.4836418136266929,0.996607420641681,0.07924834089189557
282,280.456,3,6,5,4,0.9313093352204681,0.9458372606787412,0.877833324025665,0.41877120443963123,0.9941767638454748,0.008447392125643318,0.4837247146133344,0.9984898466187047,0.07590835360247952
283,18.304,3,6,7,4,0.9293318971765087,0.9618043728670698,0.8609188539706486,0.43490790012901803,0.9901411761788704,0.006634460896243656,0.4903675390775759,0.9963457506010355,0.07895590185706602
284,234.76000000000005,3,6,5,7,0.9319105539663668,0.9982676584609711,0.8734352583729402,0.4475693599477047,0.9922354033831013,0.010558770120219003,0.4797797956526157,0.9968141218459633,0.07358726226022665
285,293.06399999999996,3,6,5,4,0.9264353183638561,0.9057053001170101,0.8555563827687283,0.46366782432295917,0.9872193544700836,0.008837403463886588,0.4610988508577783,0.9999686019284999,0.07054515694561053
286,94.568,7,6,5,4,0.9292389597350079,0.9665003455342885,0.8749284469347187,0.4275825404814809,0.9896719238639887,0.003863565792610678,0.4937085631432643,0.9925414041948749,0.08683552034679388
287,334.48,3,6,5,4,0.9310569590859955,0.9898099959514706,0.858954857534731,0.4386632055978399,0.9912244403955586,0.011843034361176386,0.484320910762112,0.9978475466491379,0.07672499525599709
288,235.68800000000002,3,6,5,4,0.924722452310233,0.9932732068405592,0.9104880989590205,0.45049748873590545,0.9946303496844044,0.009834465318620596,0.4758323671663789,0.9558474708748919,0.07482192520793496
289,192.79200000000003,3,6,5,4,0.9278879063556102,0.9019280702155209,0.8787118473240324,0.3644391741248077,0.9888201073703057,0.013886434416183775,0.49183084732857024,0.9951692809624438,0.0900738449968318
290,107.96,3,6,5,4,0.9322041026818741,0.9963824347256272,0.8644283924919889,0.46790637865993184,0.9978610530612011,0.007039471856780608,0.4627111249699275,0.9999641732140144,0.0834720848616736
291,326.928,3,6,5,4,0.9300268756410418,0.9523476692247143,0.8552548678157768,0.47740596817064396,0.9928118169290647,0.011407330352855778,0.4832127616416676,0.9963974320319781,0.07206851900666125
292,378.384,3,6,5,4,0.9261315690768841,0.9940030602238963,0.8610419194885724,0.46104562814983646,0.9868805278671566,0.008440451826741718,0.47030346992366834,0.9944300735808254,0.0784318148294066
293,49.879999999999995,4,6,5,4,0.9258538997479129,0.9404400519592357,0.861397403786223,0.4854564601239661,0.9860603133957861,0.008125243453820864,0.45117670273496985,0.9917968456748932,0.08131922965186991
294,93.752,3,6,5,4,0.9241958167228699,0.914478380088904,0.8577326220892486,0.461681575927533,0.9871757345594107,0.0054966940323673075,0.4677645900144637,0.9614699327383974,0.07844604446066203
295,225.464,3,7,5,4,0.9265936841813724,0.9432211075469618,0.8631970395392251,0.47291127378805,0.9850432904905525,0.009641114122038602,0.47294875356389054,0.9938653974527079,0.0685619361722628
296,272.912,3,6,5,4,0.9326658882357239,0.9999473964626348,0.8597688236736265,0.4633436106640475,0.9884666463824215,0.005860990343820338,0.457210793602843,0.9981677691066794,0.08863877525516382
297,371.68,3,6,5,4,0.929358379720487,0.9916631397398865,0.8546752665095125,0.45616178326351986,0.9908512831593996,0.0031161468127060606,0.4781337009089895,0.9941734069533174,0.08469621959063006
298,277.264,3,6,5,4,0.9283403159201619,0.9911744121417431,0.8545335527138415,0.42679691652076207,0.9910031405154383,0.001715127759727729,0.4663946460362909,0.9900793681621685,0.08553638807279348
299,28.576,3,6,4,4,0.923407974967892,0.9889747854772802,0.8577843328780905,0.4431921136832182,0.9866399599719436,0.0038789697562947316,0.44877447380582464,0.9932384753606509,0.08272998360812742
300,254.80800000000005,3,6,5,4,0.9272024335741212,0.997836242417409,0.852113605752782,0.47616431956066335,0.9898172092028499,0.0029343670012406445,0.47631359188674643,0.994358417265559,0.08776362424288434
301,174.552,3,6,5,4,0.9299265807374703,0.9922453325079645,0.8568831809688613,0.48892807739704064,0.9912581149268741,0.09925546553425205,0.48699508729380686,0.9910955789312611,0.08396124810786686
302,346.22400000000005,3,6,5,4,0.9323645038127446,0.9966876993595384,0.862578389170207,0.45363661256590687,0.9876557215719923,0.007457780212863305,0.46278778800030534,0.9964986160480895,0.08157842284599552
303,49.968,3,6,5,5,0.9254539890726563,0.9585225117104997,0.8539533721312265,0.471192029988702,0.9950747287877189,0.012473924722713498,0.09873462911975248,0.9945508629108646,0.08643271316384106
304,347.0,3,6,5,4,0.9292038550354089,0.9945032684787358,0.8652100355348559,0.44576429880838897,0.9905036914357943,0.018131114559969883,0.47231225443220254,0.9968801635632126,0.07924335354785521
305,175.792,2,6,5,4,0.9270379486048042,0.9983237296544487,0.855838290548856,0.46350520980586135,0.9930166412913798,0.015501476709083079,0.4999021357840263,0.9923040293765605,0.06972217004379787
306,301.344,3,2,5,4,0.9312105396867605,0.9960394964001846,0.8603138647292143,0.48242482416029797,0.9848862862029047,0.010625581689327635,0.4839803645191262,0.995152807212015,0.07732931501742424
307,36.072,4,6,5,3,0.9288095836131216,0.9920949623555092,0.8516421744999582,0.43718414838825026,0.9889145859839259,0.0045006129984891,0.45701708918964007,0.9900366398278733,0.07122608264128448
