trial,reward,bucket_0,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,df,df_decay,df_min,er,er_decay,er_min,lr,lr_decay,lr_min
227,-35.87263650950301,4,2,5,5,4,6,4,6,0.9437379974338175,0.9172200279965278,0.9059807966778471,0.44811940879755247,0.9579317217878697,0.0049581561473260715,0.1399281577970216,0.9042437649657024,0.08553798569640034
228,-30.65735742599619,4,2,5,5,4,6,4,6,0.9376984902210512,0.924523299437579,0.9006090776383039,0.4839495060332856,0.9538731246760469,0.00740928871900532,0.05791049073824416,0.9064704248865185,0.08230978366942086
229,-54.25451226494401,4,2,5,5,4,6,4,4,0.9454405587474712,0.9190576065076419,0.9033709777037766,0.46793260513300133,0.9550333322816492,0.010364292548225934,0.0689132136301672,0.9022449979883645,0.07943132209322937
230,-35.25483954089363,4,2,5,5,4,6,4,6,0.9421059949682284,0.9219562650534453,0.898967509058227,0.4934546203115299,0.9594841286050068,0.0027554692207661254,0.050776209374582965,0.9040386479413736,0.08738605946988814
231,-45.57337192414003,4,2,5,5,4,6,4,6,0.9428856735717187,0.9261017164796022,0.8967983714482601,0.4793340320843586,0.9536828915334032,0.009340104028248848,0.09641208391516842,0.9082247273068915,0.08318527711411793
232,-14.949450679716685,4,2,5,5,4,6,4,6,0.9397769645364421,0.9279725311441095,0.9031571642343329,0.48585493067287977,0.9006751660248928,0.00616657865599582,0.11551325232186821,0.90665908423371,0.08331504947902543
233,-30.15190731092783,4,2,5,5,4,6,4,6,0.9390541351257047,0.9238814869752705,0.904852711335949,0.49944648095373095,0.912766976565828,0.00536025510560365,0.1133209521510591,0.905202070293811,0.084749855564516
234,-39.094947772442886,4,2,5,5,4,6,4,6,0.9403005368416837,0.9272565779077571,0.9026680884464288,0.48529402490077894,0.9852501768382894,0.00670546850839371,0.12039457242711928,0.9065272074583882,0.08217514295044089
235,-50.37483959045902,4,6,5,5,4,6,4,6,0.9351661147687998,0.9186937682602871,0.8996455185831881,0.47375860616551385,0.957571807213777,0.008109419975813416,0.07177567550801589,0.9025805755858374,0.0850407279936207
236,-42.61161138017685,4,2,5,5,4,6,4,6,0.9459513680780717,0.9211346617638028,0.9071623122764483,0.46024943853649974,0.9787195980506423,0.004153363973380238,0.07945597426942853,0.9083768027867497,0.0802437476464339
237,-45.59264088416988,4,2,5,5,4,6,4,6,0.9419539269295085,0.9274268936894052,0.9024227735434748,0.4895028299109386,0.9556899719225223,0.0010575772602300667,0.05876168712181126,0.9066758168681475,0.02048427368203764
238,-42.88224967442841,4,2,5,5,4,6,4,6,0.9465760086427295,0.914963250933259,0.8982773314058984,0.4533110110687749,0.9605634131666775,0.010517169670243758,0.13103745043391243,0.9001046628723115,0.08754956839928119
239,-48.70225398131587,4,2,5,5,4,6,4,6,0.936167387152188,0.9235421635455647,0.8614602076973621,0.4690253741164805,0.9746340732232798,0.0063343621080272595,0.11577418963804323,0.9040793336043079,0.08365082110246014
240,-15.45876719024796,4,2,5,5,4,6,4,6,0.9403214238721985,0.9290981413000867,0.8881975944521997,0.48294516847423197,0.9336626371970413,0.008234659078361442,0.06618649459618776,0.9092937163407945,0.08183546426451588
241,-8.126656872552914,4,2,5,5,4,6,4,6,0.9403991844272571,0.9301689629574759,0.8883514968704785,0.4850744551625018,0.9575562528421063,0.008415375690115962,0.06533992217588223,0.9079121610823587,0.08057333646375071
242,-20.21802620952746,4,2,5,5,4,6,4,6,0.9379610505730582,0.9301506244042794,0.8866575234465379,0.4809519163608154,0.9583241284775534,0.007740870267500491,0.05949463051482525,0.9088691937095751,0.0813632611269326
243,-25.49048864505896,4,2,5,5,4,6,4,6,0.9401402367862883,0.9300156392570309,0.8888335901597061,0.4824761238813557,0.9581988349844431,0.007417216519670755,0.06952743136893227,0.907442051606497,0.08135282191477038
244,-24.190832487182657,4,2,5,5,4,6,4,6,0.9313067672470222,0.9308328995095881,0.8864248505590182,0.49395450425358217,0.9606394030916168,0.004185647500659305,0.07717077867379248,0.90893948087765,0.07874321711949885
245,-36.54701871337283,4,2,5,5,4,6,4,6,0.9338156484907226,0.9282227047180113,0.9042671288732074,0.48633545031479497,0.9249223844258456,0.008292707434873927,0.06331331885482466,0.9050394065382367,0.0822893150938272
246,-35.501869480370324,4,2,5,5,4,6,4,6,0.938760284723236,0.9283964324904732,0.8889055220381517,0.47884597756311975,0.9024921989155885,0.006002640061051763,0.09400611915738613,0.9065084379331536,0.08382539848428111
247,-40.05622792633672,4,2,5,5,4,6,4,6,0.9366072553007863,0.9296719064728052,0.8505423274943196,0.4994451098261847,0.9303096734124273,0.009830888890039302,0.2689736461224018,0.9023858020277268,0.057011475359194604
248,-19.987487287296897,4,2,5,5,4,6,4,6,0.943821270891658,0.9257724376744072,0.887533167672823,0.46719482494681625,0.9239347854361838,0.004687761101619765,0.05643871899854297,0.9087936643447821,0.07756306699179527
249,-37.6566998396028,4,2,5,5,4,6,4,6,0.9442953521294578,0.9263675495764099,0.9002608992155285,0.46733906969765654,0.926852419091373,0.0027859366666119854,0.052668494427378684,0.9058069438568398,0.07658080506163792
250,-28.60436258287847,4,2,5,5,4,4,4,6,0.9440945709888777,0.9259467419142037,0.8908009629946346,0.44453961841231737,0.9026579452622029,0.004483874425820236,0.05009426624715846,0.9087580894823586,0.05139094634891045
251,-43.98238221393201,4,2,5,5,4,6,4,6,0.9405870612584566,0.9279709303648015,0.8690225558559704,0.4576209381923537,0.9149916868093981,0.005777179930061643,0.07710920036102954,0.9024257172650046,0.07824345661781532
252,-42.649957285349004,4,2,5,5,4,6,4,6,0.9423926771594918,0.917337767379457,0.8883992552472461,0.46486805836589445,0.9172799759643846,0.0025956495361474765,0.11002787238493972,0.9106326064683776,0.08502721642396383
253,-37.65215601797084,4,2,5,5,4,2,4,6,0.9452895478707058,0.9248275065272827,0.8961550885939416,0.4750166540657724,0.9066579533552799,0.008455488343644759,0.08619821898468048,0.9743819602783238,0.07934388981194282
254,-24.068300267444034,4,5,5,5,4,6,4,6,0.9485640209908224,0.9309989542921736,0.8845032311001728,0.48778362109266593,0.932630708184449,0.005298128329789754,0.07042168291921537,0.9073525486012849,0.08880118382990485
255,-49.09224609788759,6,2,5,5,4,5,4,6,0.9412837754947032,0.9236977398933267,0.9044834488826035,0.45535067038284016,0.9335008877619606,0.010990385081106502,0.1216548013325763,0.9043008712566427,0.08184523510753691
256,-44.465570947954575,4,4,5,5,4,6,4,6,0.9423283503529111,0.9126578032680999,0.9016092395612101,0.4377935817786619,0.9301891964788298,0.006558574036174314,0.09898550220584429,0.909196735368866,0.08599455225557613
257,-27.847950414079673,4,2,5,5,4,5,4,6,0.9403277733693259,0.920732076525651,0.9099064613649067,0.4722539610267827,0.9072487920143274,0.009482897847714913,0.06589236645399707,0.9059689868703922,0.08366667910813881
258,-38.585322042394985,4,2,5,5,4,6,4,5,0.9441495216170769,0.927317242556928,0.8898954227686114,0.4929449984739803,0.9539933197499791,0.0041652159644248185,0.08350260325597945,0.9013532835143644,0.0798905262405816
259,-26.970618449160117,4,2,5,5,4,5,4,6,0.9475831519299709,0.9195976699674798,0.8861508725464198,0.48288319375749933,0.9544501586267307,0.011554992091071348,0.14177144236058864,0.9040798157131831,0.08676098995117132
260,-21.092357040425508,4,2,5,5,4,6,4,6,0.9387607318946858,0.9162047248885955,0.8977026289187047,0.46247878055735403,0.9180281349528993,0.007776641317103247,0.09023750028113703,0.9115981742116024,0.0772833720068775
261,-34.67710342816851,4,2,5,5,4,6,4,6,0.9632516247673409,0.931818797853288,0.8911955199743501,0.47333577608717753,0.9564862865186209,0.01013408259010846,0.1074069279100794,0.9077839019444137,0.04389156077691773
262,-41.129303464082525,4,2,5,3,4,5,4,6,0.9667171105948743,0.9257989774459825,0.8876887013040061,0.44764773608493563,0.9225268052981843,0.0010573703672976408,0.07573343026195198,0.9138456459501705,0.08363920381993416
263,-24.523995564775728,4,2,5,5,4,4,4,6,0.9622809292357661,0.9289279435642049,0.9065590039703844,0.4987187776948345,0.9636241971259208,0.006204683940525224,0.05778492151420145,0.909592933562181,0.0813657414873579
264,-15.257967809077524,4,2,5,5,4,6,2,6,0.9429092402794429,0.9214760654047087,0.8943987592205812,0.4852394640999788,0.9527185891175726,0.013443609435365,0.12775569791733296,0.9061422288718153,0.0618950427392988
265,-30.283636764853846,4,2,5,5,4,6,2,6,0.9414370067412655,0.9215169403549839,0.8955653432426687,0.48802392350758,0.9526722654309381,0.013832557532771222,0.1295850087798484,0.9034069548243234,0.058988306996662215
266,-27.141729065682654,4,2,5,5,4,5,2,6,0.9462403773655527,0.9186381388732674,0.8937131583863234,0.48431154140097993,0.9498515048988165,0.012482447809296578,0.1475716116081685,0.9057486001811951,0.08824264578456556
267,-28.797842594310925,4,2,5,5,4,6,2,6,0.964141911816414,0.9689459181085933,0.8987875200735639,0.4908470151786116,0.9543423710048216,0.010655443356817814,0.12202975141869508,0.9015631910594641,0.08501754367452354
268,-12.102991425180974,4,2,5,5,4,6,2,6,0.9396926821217668,0.9394728819759909,0.9008412299817312,0.4780751652687538,0.9525285048608133,0.013881607020519854,0.11488490252410852,0.9069839095683334,0.06487296226419462
269,-29.058055154022735,4,2,5,5,4,6,2,6,0.9372398715377679,0.9392234814409569,0.9007967852990939,0.4988488240179793,0.950309129498742,0.014481530153667469,0.10699301066201165,0.9051078651528861,0.0663470622071966
270,-42.77860564788041,4,2,5,5,4,6,2,6,0.9392442059792148,0.942466481740707,0.9023885038989701,0.4715593968309655,0.9521084068088999,0.08260039511417204,0.13199229467527346,0.9114666109338805,0.08220281818443557
271,-15.924552066261953,4,2,5,5,4,6,2,6,0.942922946027694,0.9391731225979031,0.8972761261181875,0.4769571449820241,0.948635668200632,0.017117502864242684,0.09723029560536063,0.9031414631938477,0.07390525276786236
272,-51.40944854518508,4,2,5,5,4,6,2,5,0.9418933188682864,0.939588176803003,0.899239913163822,0.481188190573763,0.9481720511472808,0.022124332027331783,0.0998315987238006,0.9003008553460121,0.06311955677767742
273,-29.117912904192973,4,2,5,5,4,6,2,6,0.9401114276203631,0.9410953014528453,0.8965625141800407,0.4918647953368973,0.9488586609074504,0.017454802330401902,0.0948322572874919,0.9029062506325896,0.05554503926484037
274,-44.000505595733294,4,2,5,5,4,6,2,6,0.9430183177016359,0.9155413718431689,0.8969920061952735,0.459483647289925,0.9511611765722755,0.015206736716438081,0.10816533415850896,0.9538104937703162,0.037729305594882856
275,-52.95644816782872,4,2,5,5,5,6,2,6,0.9448769627345287,0.9383553909483454,0.8956199512449271,0.4776074362346708,0.9528322153060159,0.017539349650652753,0.11327169918963917,0.906726549079993,0.06963906836381391
276,-44.88054032109498,4,2,5,5,4,6,2,6,0.9386207878872582,0.9218517797885777,0.8665162190789252,0.48780164547675203,0.94661752487495,0.014049828700760594,0.12577433340951677,0.912960800895476,0.07405214283191122
277,-39.58433549773561,4,2,4,5,4,6,2,6,0.9346239579862069,0.9192863895843337,0.8932767916894204,0.4995410875898493,0.9491849583630987,0.01262286044055427,0.39996170413600945,0.9153469484154462,0.0803548813251447
278,-23.49372870665384,4,2,5,5,4,6,2,6,0.9427340023714477,0.9428452474962126,0.9007548958483558,0.4768934802633892,0.9546386108824466,0.015906542229555655,0.10034218543464221,0.9102838560140978,0.06136400981873512
279,-33.15800150846643,4,2,5,5,4,6,5,6,0.9469909944130425,0.9233982506598829,0.9042641748176844,0.45233390574679144,0.9512084022157772,0.009198521978650225,0.09172184154724794,0.902421213066071,0.08356303872392706
280,-35.76918975096095,4,2,5,5,4,4,2,6,0.9450517469368879,0.9370976133063549,0.8983624523055325,0.463965828023251,0.9526901436663926,0.011028553223412162,0.12231346825812188,0.9071144718629911,0.06751331761191694
281,-26.605971961301275,4,2,5,5,4,6,2,6,0.9373466517775471,0.9407633729728907,0.8927688679461029,0.48723484648089627,0.9363589756021097,0.09560272403354522,0.08662582506827221,0.9000552263482673,0.06452036414605682
282,-14.558796269496678,4,5,5,5,4,6,2,6,0.941803064726798,0.9179134686535263,0.9026418447811189,0.4749478197912575,0.9492860947244888,0.02024514799752336,0.11136087065742896,0.9047119725250222,0.08932597165948027
283,-53.92343051651727,4,5,5,5,4,6,2,6,0.9410852710943228,0.9182207762532312,0.9024365071620895,0.47893428695582424,0.9482720875766708,0.01772988100125672,0.11333195958800041,0.904468623412403,0.08948597932111223
284,-34.30973708348774,4,5,5,5,4,6,2,6,0.9404231170428191,0.9138572737668099,0.9080952449484394,0.48842434824195413,0.9500897578887926,0.015377815377296614,0.44017562050992104,0.9046735343819879,0.08744185898002033
285,-29.138557017389793,4,4,5,5,4,6,2,6,0.942555224719882,0.9184126780673602,0.9055383259227695,0.4760903648921953,0.9467784169198583,0.013211551931172901,0.13923238026387172,0.9061737221147561,0.09026314737290236
286,-50.99301696174031,4,3,5,5,4,6,2,6,0.93999996959953,0.9202715615230246,0.9014157999512998,0.4684278233965747,0.9537677699705245,0.0027421699042767906,0.10180772844039478,0.9027626389537141,0.08482456081639282
287,-29.244126451955463,4,4,5,5,4,6,2,6,0.9430817836128372,0.9171595345554869,0.9036295291432355,0.49255662543243084,0.9456909174412411,0.008380340315472528,0.24284414987369474,0.9083281451615353,0.0865075789804922
288,-128.8354711569069,6,5,5,6,4,6,2,6,0.9490484138725607,0.9223047847980281,0.8994496780253188,0.48242441891939886,0.9507335500234273,0.006321406661979957,0.11000661262184239,0.9020234325223151,0.08887260799099216
289,-39.23942864347941,4,2,5,5,4,6,2,6,0.9453542249386648,0.9161388764167148,0.9069341636870974,0.49942188102263757,0.9530221742879906,0.008603975533088892,0.11369872919731308,0.9060973173217604,0.08337454003111504
290,-32.80409044423084,4,6,5,5,4,6,2,6,0.9367924039037053,0.9446420977609825,0.902444800989206,0.22351507636363402,0.9483654944428029,0.040836144401026286,0.1182367564468658,0.9093498918013209,0.09127229666093886
291,-29.74537142983287,4,6,5,5,4,6,4,4,0.9677492086516482,0.9425838651580413,0.9050717020911441,0.47161004704387893,0.955483479921952,0.0039890155011393985,0.1285931016117819,0.9043070102973464,0.08510016788724079
292,-42.39397141341898,4,2,5,5,6,6,4,6,0.9391727198517853,0.9390286093646043,0.8943788799189913,0.46249106527275047,0.9516547802061394,0.020208792632889903,0.1023186052361098,0.9074138474642296,0.0816056749289897
293,-40.715561836093684,4,2,5,5,4,6,4,6,0.9438219352275614,0.9207320310789124,0.9005654919127906,0.48474636162489176,0.9547237959028815,0.019026523573004307,0.0950352582436518,0.910422348266981,0.07093340235352895
294,-17.985239607474178,3,2,5,5,4,6,4,6,0.9415532340133169,0.935554355530291,0.8976568971285886,0.4752397849233744,0.9495243520472457,0.01317540537620113,0.13554704718643065,0.991929716276279,0.08734928629151004
295,-35.670798577466414,4,2,5,5,4,6,5,6,0.9470846612037399,0.9234102172035177,0.890580116914483,0.4899180134964271,0.9578672148602343,0.03545135364664332,0.11810911544509485,0.903690753344344,0.052932783341591225
296,-57.01798919276202,4,2,3,5,4,4,2,6,0.9649900336797291,0.9401989609005088,0.9031667764486195,0.4808812724226188,0.9522787681723364,0.06536162885145957,0.08600652745954494,0.9018524692013276,0.08353116120192146
297,-29.771429820029233,4,2,5,5,4,6,4,6,0.9393122703460087,0.9202135498909861,0.8921569201135072,0.4615147902789762,0.9557355926693343,0.009851844626716576,0.10687595269812568,0.9058735247228102,0.08018558075330566
298,-17.700673957289027,4,2,5,5,4,6,4,6,0.9501437481633339,0.9142696408740819,0.9006444167701045,0.470438240010907,0.946156300195444,0.016088373815261684,0.09375856624274245,0.9081059453537024,0.08209600975021719
299,-22.29770873512536,4,2,5,5,4,6,4,6,0.9945025950012015,0.9375868881947197,0.894778752507393,0.49143567405132743,0.9505711247500906,0.006220973935127337,0.06496602526045597,0.9100248515238595,0.08571983199444162
300,-40.9462704228087,4,2,5,5,4,6,4,6,0.9373507341554709,0.9168350037444375,0.8726240113126785,0.445726773342369,0.9537832002297632,0.007843255534707777,0.050051042660133147,0.905582236702267,0.08925231851297605
301,-30.198697422753618,4,2,5,5,4,6,3,6,0.962346788103262,0.9254282693632139,0.8983175618532038,0.4306328652959149,0.9478661458194957,0.024249827144775506,0.34125158328319155,0.9001165995641685,0.08434324831396808
302,-1.138442978934031,4,2,5,5,4,6,4,5,0.9299422383608439,0.9330976301592883,0.905894195626716,0.48144966202991946,0.9574869927301487,0.011489038116516762,0.12584429990451895,0.9075241726025316,0.04761875897595099
303,-31.029031012550917,4,2,5,5,4,6,3,5,0.9259524952844667,0.9451554680836127,0.9078923058413593,0.4537773711505483,0.9591447461360543,0.01207417172124839,0.1251513095446081,0.9038214740849208,0.046618436670888705
304,-27.08129011553732,4,2,5,5,4,6,4,4,0.9216202589963215,0.9341585055704147,0.9057581419730466,0.4931757188454231,0.9518533953331616,0.014185363883723635,0.14725631920046298,0.9073961169611376,0.0793154906372603
305,-51.104035125928995,4,2,5,5,4,6,2,6,0.9590637159071648,0.9222122230546491,0.9033129743967948,0.466545128288461,0.9447477420491025,0.004594799247794873,0.12225889817161273,0.9021709493477801,0.051568266357924664
306,-41.90308034589852,4,2,5,5,4,6,4,5,0.9319349026180116,0.942049865631498,0.905964057087669,0.48291137306524384,0.9618200617131427,0.002554780060576475,0.3136649574887579,0.9107879013454276,0.08197840666900466
307,-28.434573963442084,4,2,5,5,4,6,4,5,0.9153125242558054,0.9477757871423018,0.9364252407530109,0.49971733481180475,0.9491805339818441,0.011332778109420637,0.06595667960687172,0.9063680152530431,0.05403164953486828
308,-61.50523134156511,4,2,5,5,5,6,3,6,0.921759711593941,0.9191679595604931,0.8822711843860822,0.472115564800641,0.9573944565174586,0.016550090148178893,0.11381147858162506,0.9045192585093433,0.04382476402411496
309,-33.55212205199784,4,2,5,5,4,6,4,6,0.934012691995222,0.9373607696079361,0.9035497681412523,0.4801169884688143,0.9549348918594758,0.00689524532193196,0.13085373751044,0.9118895094582636,0.04650420114876305
310,-90.30328290722149,4,2,5,4,4,6,2,4,0.9306760198388011,0.9109792392405412,0.9098066211658783,0.46140568478934624,0.95368213568613,0.008691381555561194,0.1401854156296838,0.9085494623461072,0.07925409053332268
311,-31.632248085736116,4,2,5,5,4,6,3,6,0.9283393348121717,0.9234400855117242,0.9012245855955714,0.25104980556737333,0.9504922540553175,0.019512972480619246,0.07856387321366679,0.9138253610685279,0.07556453064725653
312,-48.4044148406347,4,2,6,5,4,4,4,5,0.9661042917723051,0.939900707881125,0.8891268967526906,0.4860423707538237,0.9522364689754339,0.00507113951108723,0.10754572398820104,0.9016598701527623,0.06197638078558329
313,-40.11113403905269,4,2,5,5,4,6,3,6,0.9635709519956748,0.9154223238271669,0.8969189135810621,0.47348733663574655,0.95786992279216,0.014255380600128762,0.15388502092687165,0.9056242927146095,0.08251608260683509
314,-56.23043849526156,4,2,5,5,4,6,4,6,0.9608066520402901,0.9348906538421847,0.9000051645321561,0.4919800474076948,0.9475193232787317,0.010391574651625976,0.12444671526994061,0.9034488768638874,0.048327117705484215
315,-3.477483075991394,4,2,5,5,4,6,4,6,0.9454881369225198,0.9250833497686668,0.8841426733141621,0.45506792667464263,0.9553283487122579,0.006976837293356083,0.05994520070854832,0.9075805600154644,0.07329778164658864
316,-43.40591172430332,4,2,5,5,4,6,2,6,0.9479855149513473,0.9270872517096136,0.8917462984528773,0.4386586829530743,0.9562363668059783,0.002755456231926658,0.060598510966130115,0.9162843611163424,0.090694185871241
317,-38.83501552350633,4,2,5,5,4,6,4,6,0.9449962766830944,0.92541043704211,0.9422037088543903,0.45513404205082836,0.9902615978603361,0.006524070314814358,0.06912717625183383,0.9095873103677,0.07247984005758912
318,-159.0395689159209,4,2,5,5,4,6,3,6,0.9467118089773001,0.9284536900558997,0.9042898416074917,0.44337820792857235,0.9591579939589572,0.005197717837904341,0.06067552347782071,0.9076365965805934,0.0012834667739552233
319,-25.454950403048592,4,2,5,5,4,6,4,3,0.9494733082684396,0.9247191115659141,0.9083349609433004,0.4842648667491175,0.9547498709828763,0.06069190023468639,0.07614048884253338,0.9111715568716798,0.08801908234357074
320,-32.94142645728918,4,2,5,5,4,6,3,6,0.9444146204138332,0.9439718449199077,0.88515811268447,0.4529659623917153,0.9613313879865879,0.007881939029615396,0.05674429176700192,0.9128323636690108,0.04844788067934588
321,-30.677275490047656,4,2,5,5,4,6,4,2,0.9412176258256617,0.9331100847553265,0.8954833387205262,0.47547474818487484,0.9575206199665806,0.003804300189151572,0.06883280717311682,0.9001699918711354,0.060694795815271936
322,-50.15854341844761,5,2,5,5,4,6,4,6,0.9277377279208245,0.9291146628692477,0.9120727587337641,0.49986861492452994,0.9531779036854359,0.008935973613018098,0.05018235636381997,0.9080442992759723,0.06892496574901656
323,-51.81038849088641,4,2,5,5,4,6,3,6,0.9696756520327863,0.9220175782521577,0.8828636084160761,0.4601389056729751,0.9499138125185829,0.0068600354324987334,0.08298282409486948,0.9053256867864778,0.07330985661843856
324,-24.698556875960776,4,2,5,5,4,6,2,6,0.9432690309699077,0.9409592925717445,0.9022987262587528,0.49252803594958317,0.9691846589615074,0.032188641542368106,0.4735238295207436,0.9095010300549227,0.08417157372073308
325,-38.60880114250709,4,2,5,5,4,6,4,6,0.9467182140937093,0.9380268508606052,0.8900583979563721,0.48285575370917966,0.9558840789409373,0.0011081199557623025,0.07068297257265133,0.9027973477458032,0.05794519528415054
326,-37.448785802001225,4,2,5,5,4,6,4,6,0.94071199780613,0.9242460600083545,0.898557210408066,0.4701079784363641,0.9000660499344927,0.012359446806015572,0.2196734145388094,0.9074590758611796,0.06675781288962318
327,-25.57258852773839,4,2,5,5,4,6,2,6,0.9362680031626732,0.9304775863069421,0.9066673182320245,0.4644157767487962,0.9534502997803413,0.004575746514805013,0.059734491650078464,0.9497211386569776,0.06414617278563717
328,-23.53229528091586,4,2,5,5,4,6,3,6,0.9431365602372828,0.9359078033960987,0.8940006439874143,0.4876880893102018,0.9440772861943438,0.00966843195364504,0.10199249113847311,0.9118477738306165,0.0862208428493583
329,-9.875766744504286,4,2,5,5,4,6,4,4,0.945919217684454,0.92758140468471,0.9044859394185097,0.47669120171540463,0.9420701135952697,0.006882215803339024,0.08501604601506246,0.9043217944648881,0.08364986622186407
330,-46.406686715034084,4,2,5,5,4,6,4,4,0.9518129346809064,0.9261703322692336,0.9046412591499782,0.4465150166641151,0.9596804082195839,0.006830903096610048,0.07335263028461511,0.9145320126978671,0.08446770764865914
331,-24.51991192504705,6,2,4,5,4,6,4,4,0.9454834132683563,0.9265174198117784,0.9053981591709568,0.4911852788427512,0.9411834756013882,0.0032336550607716804,0.37571525603871453,0.9055889787942129,0.0873374336551667
332,-42.36116314968067,4,2,5,5,4,4,4,5,0.9237076275540391,0.9849675801136335,0.9025646648286058,0.4757268194844177,0.9395849878303325,0.008003954321542491,0.08562185908278999,0.9097400346202347,0.08161061823552279
333,-48.89558369601963,4,2,5,5,4,3,4,3,0.9492279984980333,0.9277455770277165,0.9067775936556379,0.39778254359401377,0.9372382021779806,0.05519323622854458,0.16033932348265106,0.9069662693007648,0.09166137424114115
334,-18.305678325689858,4,2,5,5,4,6,4,6,0.958164012652823,0.9293570325285326,0.8785210466471076,0.4639752304267993,0.9430309140624572,0.0055480681487051365,0.050768337957933535,0.9041703754530559,0.08488444951155573
335,-26.702040526942596,4,2,5,5,4,6,5,4,0.9644757716084235,0.9523015006503275,0.8853886894773472,0.49953972670210944,0.9461276993661725,0.011001937522593477,0.06516790210483116,0.9000416756058619,0.0826619928562834
336,-40.644631035301074,4,2,5,5,4,6,4,5,0.9460868554490081,0.9239628503772117,0.8888001644261415,0.4836106994671321,0.9515142243305222,0.008482722316021388,0.07533993462738131,0.9089483110046112,0.08020054994018445
337,-54.73581039588,4,2,5,5,4,6,4,6,0.9053417256011053,0.9208801624821902,0.909782125947292,0.45590775214531803,0.9666562419974228,0.00576250713263384,0.082797095705053,0.91178153863061,0.08962729610050879
338,-95.4008780076036,4,2,5,6,4,6,4,3,0.9385728610106211,0.931877650602427,0.9018276006331469,0.47275392512951164,0.9546843981865575,0.009377903359996925,0.06014399278607021,0.9063595627959999,0.08670129340227871
339,-27.297489323107385,4,2,5,5,4,6,3,6,0.9668351331399249,0.9182208154818686,0.8915293582173238,0.42043800939173015,0.957215005425627,0.0026906455554314744,0.0679555389944217,0.9019656707317956,0.08334369538066683
340,-21.56860009183304,4,2,5,5,4,6,4,6,0.9625948189614438,0.9302691690968138,0.9042191479825706,0.48890886466589917,0.9836939432011483,0.011701914305157254,0.09159330843402394,0.9040113009506351,0.04023339724989503
341,-20.92293978533659,4,2,2,5,5,6,4,4,0.9558097175755652,0.9279557445609735,0.8831421806073971,0.467016387276789,0.9282349390341198,0.00698064270822171,0.1368948563385275,0.9076760554847385,0.04935692406864728
342,-26.029389863898153,4,2,5,5,4,4,3,6,0.9296292916616951,0.9127446421990931,0.8996825571859247,0.48108378834622556,0.9350984325425752,0.004298037804134439,0.07894453439890257,0.9102541502555527,0.08089610159381463
343,-29.52299364809601,4,5,5,5,4,6,4,6,0.959608488971069,0.9226432372928816,0.888148747676748,0.4374897313990795,0.9507585102109208,0.0010159979557704145,0.11543119371125364,0.9049947482417727,0.09314259594535076
344,-30.087301501289563,4,2,5,5,4,6,3,6,0.9486143742096901,0.9249305888747723,0.8804771871296123,0.49976931173193667,0.9552367699299579,0.010103913093743408,0.05743106822667549,0.9134106686351797,0.08536743817425771
345,-30.138200415778368,4,2,5,5,4,6,4,6,0.9505411977173236,0.9332073811171976,0.9009803187321002,0.45108107353662896,0.9531367042125847,0.0075146230474791385,0.10454310937127398,0.9072541293745169,0.08829793751071023
346,-52.509315177247814,4,2,5,3,2,6,4,5,0.9329443150268597,0.946647934432114,0.8856473984418654,0.27087421951441365,0.9472044754271151,0.012867170848099338,0.08634615198427312,0.9176979109007822,0.08377270098501585
347,-27.648747309279628,4,2,5,5,4,6,3,6,0.9620235748983049,0.919969253253027,0.9041658549403582,0.47732073759197124,0.9579588897753151,0.00582602191389172,0.12845124437709593,0.9100044892078436,0.07790843100168988
348,-117.42923837058075,4,2,5,2,6,6,4,6,0.9449458633415475,0.9227661378639311,0.8899984910037891,0.49014952804882705,0.9752806302780656,0.008970956398696123,0.0651264587550319,0.9032759281985163,0.0821079938775804
349,-58.101241787418,4,2,5,5,4,6,4,6,0.935250835810333,0.9271397337790358,0.8930116229477112,0.4617598553958707,0.9489870433404272,0.0034958016091266465,0.11341509438205692,0.9019089462417151,0.08666559042966596
350,-114.50337458498086,4,2,5,4,4,6,3,6,0.941392944254056,0.9173812276030299,0.9073554135061069,0.4708257319156386,0.9515045199024355,0.010625928215396948,0.07400789646583986,0.9053522988943974,0.08093100777523443
351,-37.75911246483846,4,2,5,5,4,6,4,6,0.9577698252992007,0.9305777918520529,0.9024929681069418,0.48403514372830725,0.9632881033286294,0.007372460326016302,0.05018159810608676,0.9113687511136185,0.08907614045592906
352,-30.082563376127744,4,3,5,5,4,6,4,6,0.9382058045334739,0.9432865038344442,0.8997672244399808,0.49159321106062964,0.9559536712244715,0.005043700546851373,0.10087855341337912,0.9085201473789557,0.08465785099161129
353,-41.53098414486948,5,2,5,5,4,6,3,6,0.9651029061867441,0.9242931322284864,0.8874090388260141,0.4782550166164765,0.9532474200322814,0.012214732326357997,0.12110999862520477,0.9146764595166755,0.07871872289491179
354,-28.617273080302205,4,2,5,5,4,6,4,6,0.9683103493526343,0.9211539440605466,0.8831447745258306,0.3687920396783814,0.9608230281374927,0.014489084911419096,0.09000800570870442,0.9069122028766332,0.0830220914394191
355,-50.8065436366689,4,2,5,5,3,2,4,5,0.946901562185101,0.9270231966901009,0.905783844567826,0.45548749072408473,0.9116029501768935,0.009200911351974067,0.06510065911149657,0.9000785875466464,0.0862559414371736
